"future","playerID","firstName","lastName","name","team","logo","playerURL","betrivers_odds","betrivers_line","betrivers_mult","betrivers_winPct","betrivers_win","betrivers_odds_under","betrivers_mult_under","betrivers_win_under","caesars_odds","caesars_line","caesars_mult","caesars_winPct","caesars_win","caesars_odds_under","caesars_mult_under","caesars_win_under","draftkings_odds","draftkings_line","draftkings_mult","draftkings_winPct","draftkings_win","draftkings_odds_under","draftkings_mult_under","draftkings_win_under","fanduel_odds","fanduel_line","fanduel_mult","fanduel_winPct","fanduel_win","fanduel_odds_under","fanduel_mult_under","fanduel_win_under","hardrock_odds","hardrock_line","hardrock_mult","hardrock_winPct","hardrock_win","hardrock_odds_under","hardrock_mult_under","hardrock_win_under","mgm_odds","mgm_line","mgm_mult","mgm_winPct","mgm_win","mgm_odds_under","mgm_mult_under","mgm_win_under","espnbet_odds","espnbet_line","espnbet_mult","espnbet_winPct","espnbet_win","espnbet_odds_under","espnbet_mult_under","espnbet_win_under","best_oddsBook","best_odds","best_line","best_mult","best_winPct","best_win","date"
"MVP","2344","LeBron","James","LeBron James","LAL","https://content.rotowire.com/images/teamlogo/basketball/100LAL.png?v=7","/betting/nba/player/lebron-james-odds-2344","6600","0.0",66,"1.0","1,320.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","25000","0.0",250,NA,"5,000.00",2025-08-16
"MVP","5355","Evan","Mobley","Evan Mobley","CLE","https://content.rotowire.com/images/teamlogo/basketball/100CLE.png?v=7","/betting/nba/player/evan-mobley-odds-5355","11000","0.0",110,"0.6","2,200.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","25000","0.0",250,NA,"5,000.00",2025-08-16
"MVP","3195","Kawhi","Leonard","Kawhi Leonard","LAC","https://content.rotowire.com/images/teamlogo/basketball/100LAC.png?v=7","/betting/nba/player/kawhi-leonard-odds-3195","8000","0.0",80,"0.8","1,600.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"40000","0.0",400,"0.2","8,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","40000","0.0",400,NA,"8,000.00",2025-08-16
"MVP","5158","Tyrese","Maxey","Tyrese Maxey","PHI","https://content.rotowire.com/images/teamlogo/basketball/100PHI.png?v=7","/betting/nba/player/tyrese-maxey-odds-5158","11000","0.0",110,"0.6","2,200.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"40000","0.0",400,"0.2","8,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","40000","0.0",400,NA,"8,000.00",2025-08-16
"MVP","3741","Karl-Anthony","Towns","Karl-Anthony Towns","NYK","https://content.rotowire.com/images/teamlogo/basketball/100NYK.png?v=7","/betting/nba/player/karl-anthony-towns-odds-3741","11000","0.0",110,"0.6","2,200.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"40000","0.0",400,"0.2","8,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"30000","0.0",300,"0.3","6,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","40000","0.0",400,NA,"8,000.00",2025-08-16
"MVP","4777","Zion","Williamson","Zion Williamson","NOP","https://content.rotowire.com/images/teamlogo/basketball/100NOP.png?v=7","/betting/nba/player/zion-williamson-odds-4777","11000","0.0",110,"0.6","2,200.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"40000","0.0",400,"0.2","8,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","40000","0.0",400,NA,"8,000.00",2025-08-16
"MVP","4153","Bam","Adebayo","Bam Adebayo","MIA","https://content.rotowire.com/images/teamlogo/basketball/100MIA.png?v=7","/betting/nba/player/bam-adebayo-odds-4153","15000","0.0",150,"0.4","3,000.00",NA,NA,NA,"50000","0.0",500,"0.1","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"30000","0.0",300,"0.3","6,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","4122","Jarrett","Allen","Jarrett Allen","CLE","https://content.rotowire.com/images/teamlogo/basketball/100CLE.png?v=7","/betting/nba/player/jarrett-allen-odds-4122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","6551","Ace","Bailey","Ace Bailey","UTA","https://content.rotowire.com/images/teamlogo/basketball/100UTA.png?v=7","/betting/nba/player/ace-bailey-odds-6551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","5151","LaMelo","Ball","LaMelo Ball","CHA","https://content.rotowire.com/images/teamlogo/basketball/100CHA.png?v=7","/betting/nba/player/lamelo-ball-odds-5151","15000","0.0",150,"0.4","3,000.00",NA,NA,NA,"8000","0.0",80,"0.9","1,600.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","5159","Desmond","Bane","Desmond Bane","ORL","https://content.rotowire.com/images/teamlogo/basketball/100ORL.png?v=7","/betting/nba/player/desmond-bane-odds-5159","15000","0.0",150,"0.4","3,000.00",NA,NA,NA,"50000","0.0",500,"0.1","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","5390","Scottie","Barnes","Scottie Barnes","TOR","https://content.rotowire.com/images/teamlogo/basketball/100TOR.png?v=7","/betting/nba/player/scottie-barnes-odds-5390","15000","0.0",150,"0.4","3,000.00",NA,NA,NA,"50000","0.0",500,"0.1","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","4386","Mikal","Bridges","Mikal Bridges","NYK","https://content.rotowire.com/images/teamlogo/basketball/100NYK.png?v=7","/betting/nba/player/mikal-bridges-odds-4386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","3231","Jimmy","Butler","Jimmy Butler","GSW","https://content.rotowire.com/images/teamlogo/basketball/100GSW.png?v=7","/betting/nba/player/jimmy-butler-odds-3231","15000","0.0",150,"0.4","3,000.00",NA,NA,NA,"50000","0.0",500,"0.1","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","3019","DeMar","DeRozan","DeMar DeRozan","SAC","https://content.rotowire.com/images/teamlogo/basketball/100SAC.png?v=7","/betting/nba/player/demar-derozan-odds-3019","15000","0.0",150,"0.4","3,000.00",NA,NA,NA,"50000","0.0",500,"0.1","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","5703","Jalen","Duren","Jalen Duren","DET","https://content.rotowire.com/images/teamlogo/basketball/100DET.png?v=7","/betting/nba/player/jalen-duren-odds-5703",NA,NA,NA,NA,NA,NA,NA,NA,"50000","0.0",500,"0.1","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"caesars","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","6550","VJ","Edgecombe","VJ Edgecombe","PHI","https://content.rotowire.com/images/teamlogo/basketball/100PHI.png?v=7","/betting/nba/player/vj-edgecombe-odds-6550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","6548","Cooper","Flagg","Cooper Flagg","DAL","https://content.rotowire.com/images/teamlogo/basketball/100DAL.png?v=7","/betting/nba/player/cooper-flagg-odds-6548","15000","0.0",150,"0.4","3,000.00",NA,NA,NA,"30000","0.0",300,"0.2","6,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"35000","0.0",350,"0.2","7,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","4116","De'Aaron","Fox","De'Aaron Fox","SAS","https://content.rotowire.com/images/teamlogo/basketball/100SAS.png?v=7","/betting/nba/player/deaaron-fox-odds-4116","15000","0.0",150,"0.4","3,000.00",NA,NA,NA,"50000","0.0",500,"0.1","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","4749","Darius","Garland","Darius Garland","CLE","https://content.rotowire.com/images/teamlogo/basketball/100CLE.png?v=7","/betting/nba/player/darius-garland-odds-4749","15000","0.0",150,"0.4","3,000.00",NA,NA,NA,"50000","0.0",500,"0.1","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","3440","Rudy","Gobert","Rudy Gobert","MIN","https://content.rotowire.com/images/teamlogo/basketball/100MIN.png?v=7","/betting/nba/player/rudy-gobert-odds-3440",NA,NA,NA,NA,NA,NA,NA,NA,"50000","0.0",500,"0.1","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"caesars","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","5230","Jalen","Green","Jalen Green","PHX","https://content.rotowire.com/images/teamlogo/basketball/100PHX.png?v=7","/betting/nba/player/jalen-green-odds-5230","15000","0.0",150,"0.4","3,000.00",NA,NA,NA,"50000","0.0",500,"0.1","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","50000","0.0",500,NA,"10,000.00",2025-08-16
"MVP","3018","James","Harden","James Harden","LAC","https://content.rotowire.com/images/teamlogo/basketball/100LAC.png?v=7","/betting/nba/player/james-harden-odds-3018","11000","0.0",110,"0.6","2,200.00",NA,NA,NA,"30000","0.0",300,"0.2","6,000.00",NA,NA,NA,"40000","0.0",400,"0.2","8,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","50000","0.0",500,NA,"10,000.00",2025-08-16
